FacilityType,Risk_Clean,Zip_Clean,Month,InspectionType_Clean,Result_Clean
2,3,34,10,6,1
2,2,15,10,2,2
2,3,41,10,4,1
2,3,20,10,2,4
33,1,42,10,3,2
2,2,19,10,9,0
2,3,6,10,5,6
2,3,12,10,2,0
6,3,16,10,2,2
2,3,28,10,2,2
4,1,6,10,2,0
2,3,55,10,2,0
2,3,8,10,4,4
2,2,19,6,4,1
2,3,17,10,8,0
2,2,20,10,8,2
2,3,16,10,5,6
2,3,15,10,2,1
2,2,39,10,5,2
2,3,15,10,2,2
2,3,9,10,3,2
4,3,59,10,4,1
31,3,29,10,2,0
4,3,6,10,2,2
2,2,15,10,2,1
2,1,19,10,1,1
3,3,7,10,2,0
1,3,12,10,5,1
2,3,26,10,5,2
7,3,43,10,1,1
4,3,39,10,2,2
7,3,4,10,2,0
6,3,16,10,1,2
4,3,5,10,2,0
1,3,47,10,6,2
2,2,19,10,1,1
3,3,7,10,2,2
7,3,55,10,2,2
2,3,28,10,3,1
2,3,28,10,3,1
4,3,6,10,2,0
4,3,2,10,4,1
9,2,20,10,2,4
6,3,48,10,2,2
34,1,15,10,2,2
5,3,10,10,2,2
2,3,29,10,2,2
1,1,15,10,2,2
2,3,12,10,2,1
1,1,9,10,5,0
21,1,31,10,1,0
2,3,19,10,2,2
1,2,2,10,2,4
21,1,31,10,1,1
2,3,16,10,4,2
2,2,39,10,6,1
13,1,20,10,5,2
35,1,15,10,2,4
2,3,21,10,4,2
2,3,26,10,3,2
1,3,54,10,5,0
2,3,57,10,2,0
2,3,2,6,1,1
2,3,45,10,3,0
2,1,20,10,2,4
1,3,2,10,3,2
13,1,48,10,6,1
2,3,55,10,2,4
7,3,10,10,2,2
2,3,24,10,5,2
36,1,31,10,1,1
6,3,16,10,3,2
2,3,4,10,4,2
2,3,21,10,4,2
2,3,12,10,4,2
3,3,5,10,4,0
1,3,55,10,4,2
2,3,19,10,5,2
1,3,55,10,2,4
2,2,29,10,5,0
2,3,28,10,1,2
2,3,40,10,5,0
2,3,24,10,1,2
2,2,31,10,2,4
36,1,31,10,1,1
2,2,15,10,1,2
9,2,20,10,1,2
2,3,28,10,2,2
1,1,15,10,2,2
2,3,24,10,1,2
2,3,41,10,8,2
4,3,37,10,2,1
2,3,25,10,8,2
4,3,5,10,2,0
3,3,16,10,2,0
6,3,7,10,2,2
7,3,4,10,2,2
37,3,55,10,2,6
6,3,40,10,1,2
2,3,54,10,8,2
4,3,40,10,2,0
1,2,29,10,4,1
2,3,53,10,1,2
2,3,24,10,1,2
2,3,9,10,1,5
2,3,9,10,1,5
4,3,37,10,2,1
6,3,16,10,2,2
7,3,25,10,2,2
2,2,31,10,3,1
2,3,28,10,1,0
1,3,29,10,4,2
5,3,40,10,1,2
37,3,55,10,2,2
4,3,45,10,4,1
38,1,54,10,1,1
39,3,52,10,3,1
3,3,7,10,2,0
7,3,41,10,1,2
5,3,7,10,2,2
7,3,11,10,2,2
9,3,19,10,3,0
1,3,27,10,10,2
2,3,29,10,3,2
2,3,4,10,2,2
2,3,10,10,4,1
2,1,35,10,1,2
2,3,25,10,2,4
2,3,45,10,3,2
1,3,40,10,8,2
2,3,29,10,4,2
2,3,29,10,2,4
6,3,9,10,1,2
7,3,35,10,3,1
30,2,22,10,3,2
2,3,9,10,2,4
2,3,7,10,2,0
2,2,29,10,1,2
11,3,47,10,1,2
2,2,10,10,2,4
15,3,55,10,4,1
1,2,27,10,2,2
2,3,52,6,2,1
2,2,5,10,1,2
2,2,31,10,5,0
1,1,4,10,1,2
2,3,12,10,2,2
2,2,10,10,1,2
2,3,20,10,4,2
12,1,52,10,3,1
12,1,52,10,3,1
1,3,54,10,8,1
2,3,14,4,1,5
33,1,42,10,1,0
1,1,42,10,2,4
1,3,29,10,2,0
4,3,26,10,2,1
2,3,12,10,1,2
4,3,37,10,2,1
1,1,36,10,1,0
2,1,15,10,2,1
2,3,57,10,4,2
7,3,23,10,2,2
1,1,45,10,1,2
2,3,26,10,2,6
2,2,42,10,5,6
6,3,60,10,3,5
2,3,31,10,2,2
2,3,10,10,2,2
2,3,54,3,9,1
2,3,19,10,1,0
39,3,52,10,3,6
2,3,16,10,5,2
9,2,29,10,2,0
2,3,7,10,6,0
2,3,19,10,2,4
1,2,6,10,1,0
2,2,13,10,1,2
2,3,26,10,5,2
2,3,2,6,2,4
5,3,27,10,2,2
1,2,29,10,2,4
2,2,29,10,2,6
2,3,16,10,5,6
2,3,20,10,2,2
2,3,31,10,4,2
2,3,26,10,5,2
7,3,45,10,1,0
2,3,46,5,4,1
2,3,54,10,5,0
2,3,14,10,5,6
2,3,10,10,6,2
2,3,26,10,1,0
2,3,23,10,5,2
2,2,42,10,1,0
2,2,42,10,2,4
2,2,53,10,1,2
2,3,19,10,1,2
2,3,55,10,2,2
7,3,7,10,2,2
2,3,12,10,2,6
2,2,28,10,1,5
11,3,40,10,1,0
2,3,28,10,1,0
2,2,28,10,1,5
2,3,29,10,2,0
30,2,22,10,1,5
0,3,9,10,1,5
2,3,57,10,1,2
2,3,57,10,1,2
2,3,35,10,2,2
2,3,9,10,1,2
2,3,3,10,4,2
5,3,20,10,2,2
2,3,21,5,2,0
7,3,40,10,1,0
4,3,16,10,2,2
2,3,57,10,2,2
1,3,27,10,7,0
2,3,18,10,9,2
1,2,36,10,1,0
7,3,27,10,1,2
2,3,26,10,2,2
2,3,41,10,4,0
7,3,7,10,2,2
2,3,55,10,2,2
30,2,22,10,1,2
7,3,25,10,2,2
2,2,12,10,2,2
7,3,20,10,2,4
2,2,19,10,2,0
2,2,28,10,4,1
2,3,21,5,1,0
2,3,19,10,2,0
2,3,16,10,5,2
1,1,34,10,5,2
2,3,25,10,2,6
2,2,8,10,1,0
2,3,25,10,2,6
2,2,23,10,3,2
2,3,20,10,2,2
2,3,52,6,5,1
2,3,40,10,1,0
1,2,7,10,8,2
7,3,39,10,2,2
6,3,2,10,2,1
40,2,45,10,1,2
2,3,33,10,1,2
2,2,45,10,4,2
2,3,10,10,5,2
2,3,24,10,5,0
1,2,45,10,1,6
2,3,15,10,2,2
1,1,41,10,1,2
1,2,9,10,1,2
2,2,31,10,6,0
2,3,4,10,2,6
1,1,10,10,6,1
2,3,4,10,2,6
2,3,20,10,2,0
2,3,20,10,4,2
1,4,31,10,1,5
3,3,5,10,2,0
11,3,29,10,2,0
2,3,13,10,1,1
2,3,25,10,5,2
2,2,19,10,4,2
7,3,7,10,2,2
7,3,38,10,1,2
4,3,6,10,2,0
2,2,15,10,2,2
4,3,4,10,4,1
2,2,34,10,7,2
7,3,35,10,1,0
2,3,40,6,2,0
2,3,22,10,1,0
4,3,6,10,2,0
23,3,20,10,2,2
15,3,10,10,2,2
5,3,1,10,2,2
1,2,41,10,3,2
2,2,15,10,2,2
2,3,7,10,2,0
2,3,7,10,2,6
2,3,9,10,1,0
5,3,47,10,2,2
2,2,52,10,1,2
1,1,27,10,1,2
2,1,43,6,1,1
5,3,29,10,3,2
4,3,31,10,2,0
1,2,32,10,2,2
2,2,17,10,6,1
4,3,38,10,2,2
7,3,32,10,2,4
2,3,15,10,2,1
2,2,6,10,2,4
7,3,16,10,1,2
2,2,6,10,2,4
5,3,12,10,2,2
32,1,37,10,6,0
2,2,51,10,2,1
2,2,51,10,1,1
5,3,10,10,2,2
27,3,6,10,1,2
2,3,29,10,3,0
2,3,25,10,3,2
9,2,41,10,3,1
2,3,20,10,3,2
1,1,17,10,2,2
2,3,35,10,1,2
7,3,34,10,1,0
3,3,6,10,5,0
2,3,29,10,2,4
2,2,18,6,2,4
1,3,16,10,2,2
6,3,39,10,2,2
2,3,46,10,2,4
2,3,24,10,8,2
2,3,46,10,1,2
2,3,10,10,2,4
1,1,15,10,2,1
2,3,29,10,2,0
5,3,18,10,2,6
6,3,18,10,2,6
2,3,43,6,3,1
0,1,14,5,1,4
2,3,20,10,2,2
2,3,12,10,2,2
2,3,45,10,1,0
2,3,2,10,2,2
2,2,10,10,1,2
2,3,32,10,2,2
1,2,26,10,2,2
2,3,10,10,8,2
2,3,21,10,4,2
6,3,16,10,1,0
1,2,7,10,5,0
2,3,53,10,1,2
2,3,15,10,2,2
2,3,17,10,5,0
6,3,39,10,2,2
2,3,15,10,4,1
2,3,7,10,6,1
2,3,12,10,2,4
2,1,12,10,1,0
37,3,55,10,2,6
2,3,10,10,2,1
2,2,24,10,5,2
1,3,29,10,2,0
2,3,15,10,4,2
2,3,18,10,5,2
2,3,12,10,2,0
6,3,21,10,2,2
2,1,35,10,1,1
7,3,39,10,2,2
2,2,20,10,5,0
2,3,7,10,3,1
4,3,4,10,2,0
2,3,5,10,8,2
9,3,9,10,3,2
2,2,35,10,2,1
4,3,2,10,2,0
2,3,10,10,2,0
2,3,16,10,2,2
3,3,55,10,2,2
1,3,29,10,4,2
41,1,26,10,4,2
1,3,7,10,6,1
2,3,20,10,10,2
2,2,10,10,1,5
2,3,29,10,4,2
4,3,4,10,2,2
1,1,15,10,2,2
5,3,39,10,2,2
2,2,22,10,3,2
2,3,57,10,2,2
6,3,6,10,3,1
2,3,24,10,2,4
2,3,55,10,2,2
2,3,54,10,5,2
2,3,4,10,2,0
2,3,24,10,3,1
2,2,10,10,2,2
7,3,25,10,1,2
2,3,15,10,2,2
2,3,55,10,4,2
1,2,5,10,1,2
2,3,15,10,2,2
1,2,29,10,4,0
2,3,15,10,2,2
7,3,26,10,2,2
2,3,15,10,2,2
30,2,54,6,2,1
2,3,29,10,1,0
7,3,25,10,2,2
15,3,55,10,2,0
2,2,26,10,3,1
6,3,20,10,2,2
5,3,7,10,2,1
2,3,6,10,1,0
4,3,4,10,4,2
2,1,20,10,5,6
20,1,14,10,1,5
2,3,29,10,8,2
7,3,34,10,1,5
1,3,38,10,6,2
1,3,29,10,4,2
7,3,50,10,1,2
2,3,24,10,1,0
2,3,57,10,5,2
2,3,7,10,4,2
2,3,54,10,5,0
2,3,28,10,4,2
2,3,10,10,6,1
6,3,45,10,3,2
6,3,39,10,2,2
2,2,15,10,2,2
9,2,29,10,4,2
7,3,38,10,1,2
7,3,14,10,1,0
2,2,3,10,4,1
1,2,23,10,2,4
2,3,30,10,1,5
1,3,38,10,8,2
2,3,9,10,4,2
7,3,41,10,3,1
2,1,35,10,1,6
4,3,4,10,2,4
2,3,51,10,2,4
2,3,51,10,2,2
2,3,7,10,4,2
42,1,12,10,1,2
7,3,25,10,1,2
4,3,4,10,2,2
42,1,12,10,1,2
2,3,20,10,1,0
2,3,57,10,8,1
37,3,55,10,2,6
13,1,45,10,8,2
1,1,56,10,1,2
2,2,15,10,2,1
2,3,7,10,8,2
1,3,29,10,2,2
8,3,55,10,2,2
1,1,56,10,1,2
2,3,16,10,7,1
2,1,41,10,1,1
4,3,39,10,2,2
4,3,4,10,2,4
6,3,12,10,2,2
2,3,7,10,8,2
30,2,22,6,2,1
8,3,55,10,2,2
2,1,41,10,1,1
2,3,15,10,4,1
2,2,23,10,1,0
2,3,41,10,3,1
43,3,51,10,4,2
2,3,57,10,2,2
4,3,4,10,2,2
30,2,52,6,2,1
9,2,10,10,2,2
2,3,53,10,8,1
1,2,37,10,3,6
1,2,6,10,3,2
2,3,20,10,1,5
2,3,16,10,5,2
2,2,40,10,8,2
44,3,42,10,2,2
2,3,16,10,9,2
2,3,4,10,2,6
5,3,29,10,1,0
2,3,47,10,5,6
2,3,7,10,2,4
2,3,15,10,2,2
2,3,15,10,2,2
2,2,10,10,2,2
7,3,39,10,2,2
9,2,12,10,2,2
2,2,45,10,8,2
38,1,54,10,1,5
1,1,4,10,3,2
2,3,31,10,2,0
30,2,22,6,2,1
1,1,34,10,8,2
2,3,24,10,5,0
2,3,16,10,2,2
2,3,14,10,5,2
2,3,10,10,5,0
0,FALSE,26,10,1,3
27,3,20,10,2,2
2,2,6,6,8,1
2,3,30,10,7,2
2,3,40,10,5,2
4,3,42,10,4,2
4,3,42,10,4,2
4,3,39,10,2,2
2,3,12,10,2,1
1,3,8,6,2,4
2,3,15,10,2,0
2,1,12,10,1,1
2,3,15,10,2,2
2,1,16,10,1,2
4,3,57,10,2,2
4,3,59,10,4,0
1,3,29,10,2,2
2,3,20,10,8,2
2,2,10,5,4,1
2,2,40,10,6,0
2,3,7,10,1,0
5,3,9,10,4,2
45,3,59,10,2,4
2,3,16,10,1,2
7,3,26,10,2,2
2,2,12,10,1,1
2,3,53,10,3,2
2,2,15,10,2,1
3,3,51,10,4,2
4,3,39,10,4,1
2,2,20,10,1,2
1,3,40,10,8,0
2,2,12,10,4,4
40,2,45,10,1,5
2,3,51,10,5,6
2,3,58,10,3,2
2,3,29,10,4,6
2,2,42,10,5,6
6,3,13,7,1,2
1,2,29,10,2,0
2,3,29,10,2,4
1,2,4,10,2,4
2,3,10,10,2,4
9,3,19,10,1,0
2,3,18,10,8,2
2,3,12,10,2,2
2,3,33,10,1,5
2,3,29,10,5,0
41,1,26,10,2,0
2,2,15,10,2,2
2,3,7,10,8,0
2,3,10,10,6,1
2,3,10,10,6,6
2,3,15,10,2,2
2,3,1,10,7,2
2,2,2,7,5,2
2,3,29,10,2,0
2,3,15,10,2,2
2,3,9,10,2,2
2,3,12,10,2,2
1,3,18,10,5,2
2,3,9,10,2,2
43,3,51,10,2,0
2,3,53,10,4,2
2,1,35,10,1,2
2,2,24,10,1,2
2,3,7,10,4,2
2,3,10,10,6,1
2,3,35,10,3,2
6,3,6,10,1,2
2,3,28,10,1,1
2,3,50,10,8,2
2,3,7,10,4,2
4,3,53,10,4,2
1,2,4,10,1,2
2,3,57,10,2,5
9,2,29,10,2,0
2,3,12,10,2,6
2,3,57,10,2,2
2,3,15,10,2,0
2,3,38,10,3,2
2,3,55,10,2,2
2,3,24,10,1,2
1,3,53,5,5,0
2,3,29,10,4,2
2,3,25,10,5,2
2,3,41,10,1,0
2,1,41,10,1,5
2,1,41,10,1,5
1,2,7,10,5,4
2,3,57,10,5,0
2,3,12,10,2,2
2,3,25,10,2,6
2,3,9,4,2,6
7,3,38,10,1,2
2,3,16,10,2,2
4,2,43,10,4,2
2,3,16,10,5,6
2,3,15,10,2,1
12,1,52,10,1,0
1,2,39,10,5,2
2,3,16,4,2,6
3,3,60,10,3,2
12,1,52,10,1,0
1,1,28,10,1,2
2,3,55,10,2,2
2,3,15,10,2,2
2,3,25,10,2,4
7,3,26,10,4,1
7,3,43,10,1,1
2,3,33,10,1,2
1,3,29,10,2,0
2,3,33,10,1,2
2,3,3,10,2,2
2,3,25,10,1,2
1,2,6,10,2,2
2,3,33,10,1,2
1,1,47,10,1,1
27,3,35,10,1,2
2,3,9,4,6,0
30,2,22,10,1,0
9,2,16,10,2,2
2,2,12,10,2,2
13,1,53,10,1,0
4,3,59,10,2,1
2,3,15,9,2,2
2,3,26,4,2,6
4,3,31,10,2,2
2,1,6,10,1,5
2,2,6,10,1,5
2,3,55,10,2,2
2,2,26,10,2,2
5,3,42,10,2,2
2,3,25,10,3,1
1,2,9,9,1,5
1,2,29,10,4,2
7,3,40,10,3,1
2,3,23,10,2,4
0,2,53,10,1,5
2,3,9,10,8,1
2,3,14,10,2,4
2,3,55,10,2,6
2,3,53,10,1,0
2,2,34,10,1,2
2,3,16,10,2,0
2,3,23,10,1,2
2,3,1,10,5,2
2,3,31,10,5,2
2,3,52,10,2,2
2,3,40,10,8,2
2,3,20,10,2,0
2,2,4,10,1,2
1,2,61,10,3,1
2,3,16,10,2,6
1,2,36,10,4,1
42,1,12,9,1,5
2,1,56,3,1,5
1,2,41,10,1,0
2,3,18,10,3,2
9,2,31,10,1,5
2,2,22,10,3,1
9,2,4,10,1,2
2,3,20,10,3,2
2,3,55,10,2,2
4,3,39,10,2,0
4,3,4,10,2,4
2,1,22,9,1,1
2,2,16,10,2,2
2,3,5,10,5,0
2,3,7,10,4,2
4,3,59,10,2,0
2,3,28,10,1,6
4,3,59,10,2,1
2,3,8,10,1,2
4,3,4,10,2,0
2,3,20,10,1,2
3,3,51,10,2,2
1,1,14,10,1,2
27,3,53,10,4,2
6,3,40,10,3,1
46,3,32,4,2,1
1,3,53,9,4,2
2,3,42,9,5,2
2,3,20,9,2,2
2,3,6,9,1,5
27,3,12,9,2,2
2,3,37,9,6,2
2,3,29,9,4,6
2,3,19,9,4,2
2,3,32,9,2,2
30,2,22,9,4,2
2,3,24,9,2,4
1,2,24,9,2,4
2,1,57,9,3,1
2,3,57,9,3,1
2,2,15,9,2,2
2,3,33,5,2,1
2,3,6,9,1,2
2,3,30,9,4,2
2,3,2,9,2,1
1,3,33,9,8,2
39,1,22,9,8,1
2,2,53,9,1,2
1,3,29,9,4,2
2,2,12,9,2,2
2,3,10,9,5,2
2,1,27,9,5,2
2,3,53,9,8,2
2,3,26,9,5,2
3,3,51,9,2,6
2,3,2,9,2,2
2,3,30,9,4,2
2,3,29,9,4,2
2,3,41,9,8,1
4,3,31,9,2,2
2,3,9,9,2,4
2,2,42,9,8,2
2,2,15,9,2,2
2,3,16,9,1,2
2,3,21,6,8,1
2,3,40,9,8,0
2,3,20,9,2,2
2,3,3,9,4,2
4,3,59,9,2,0
2,3,10,9,2,2
4,3,31,9,2,2
2,3,2,9,2,1
7,3,26,9,2,4
2,3,9,5,2,0
1,1,40,9,3,2
2,3,2,9,2,1
2,3,29,9,3,2
2,3,15,9,2,2
1,1,27,9,2,5
2,3,2,9,2,1
2,2,12,9,2,1
27,3,5,9,6,2
1,2,6,5,1,6
1,1,27,3,2,4
2,3,55,9,2,2
21,1,52,9,8,2
2,3,7,9,2,0
4,3,29,9,4,2
3,3,51,9,2,0
2,2,5,9,1,6
1,3,38,9,6,0
4,2,59,9,2,1
1,3,53,9,4,0
2,3,12,9,2,4
42,1,12,9,1,5
4,3,31,9,2,2
2,2,13,9,1,1
1,3,16,9,4,2
1,3,29,9,8,2
2,2,26,9,4,2
47,3,14,9,4,2
6,3,6,9,1,0
2,3,26,9,2,6
7,3,45,9,3,1
2,3,7,9,2,2
1,3,29,9,4,2
2,3,16,9,2,2
2,3,45,9,1,5
2,3,53,9,8,0
2,3,12,9,2,6
2,3,9,9,4,0
2,3,51,9,4,2
2,3,13,4,2,1
2,3,60,9,6,2
2,3,19,9,8,2
2,3,58,9,1,2
2,3,57,9,3,0
1,1,34,9,6,0
3,3,7,6,4,2
2,3,15,9,2,2
2,1,57,9,3,0
2,2,2,9,1,2
9,2,12,9,4,1
2,3,25,9,5,2
2,3,26,9,6,2
2,3,3,9,4,2
2,3,55,9,2,0
7,3,41,9,1,0
2,3,28,9,4,1
2,3,15,9,2,2
2,3,10,9,2,2
2,3,33,9,1,2
2,3,29,9,4,2
2,3,20,9,7,0
2,3,22,6,1,0
2,3,10,9,4,2
2,1,35,9,1,5
4,3,42,9,2,0
2,3,15,9,2,2
1,1,14,9,1,5
27,3,7,9,2,4
4,3,42,9,2,0
2,3,15,9,2,1
2,3,10,4,2,1
1,2,36,9,4,0
2,3,35,9,1,0
2,3,15,9,2,2
2,3,9,9,3,2
2,3,60,9,4,2
2,2,16,9,1,2
2,3,24,9,1,2
2,3,12,9,2,1
2,3,34,9,1,2
6,3,40,9,3,2
2,3,4,9,2,2
2,3,24,9,5,2
2,3,15,9,2,2
2,3,53,9,8,0
30,2,22,9,2,0
2,3,34,9,1,2
1,2,45,9,8,2
2,3,34,9,2,4
2,2,5,3,8,1
1,1,24,9,1,2
6,3,45,9,1,0
2,2,12,9,1,5
2,3,22,9,1,1
9,3,9,9,1,0
2,3,31,9,8,2
2,3,25,9,1,0
4,3,4,9,2,2
1,1,45,3,5,0
2,2,16,9,2,2
2,3,3,9,1,1
2,3,55,9,2,2
2,3,23,9,5,2
2,3,25,9,2,4
2,3,43,9,4,1
6,3,45,9,2,4
1,2,6,9,1,5
1,2,24,3,2,4
2,3,58,9,1,0
4,2,48,9,2,1
5,3,42,9,2,2
2,3,7,9,8,2
2,2,12,9,2,0
4,3,4,9,2,2
2,3,14,3,6,1
5,3,19,9,1,2
2,3,10,9,2,1
2,2,14,9,9,2
9,3,19,9,1,6
2,3,46,9,1,2
2,2,53,9,1,1
27,3,7,9,2,2
2,3,51,9,2,2
39,1,22,9,5,0
2,2,26,9,1,0
2,3,12,9,7,1
2,2,27,9,2,1
2,3,23,9,9,2
2,3,28,9,4,0
1,2,6,9,1,0
2,3,13,9,1,1
2,3,13,9,1,1
2,3,18,9,5,0
2,3,13,9,1,1
21,2,10,9,1,2
3,3,51,9,2,0
1,3,40,9,5,0
2,1,52,9,1,1
2,2,40,3,1,5
2,3,57,9,3,2
1,1,40,9,1,0
2,3,50,9,2,4
2,2,60,9,1,2
1,1,22,9,8,1
2,3,12,9,2,6
27,3,51,9,2,6
2,3,19,9,2,4
1,1,15,9,2,2
2,3,7,9,6,0
2,3,20,9,2,2
7,3,45,9,3,2
2,3,28,9,1,1
2,3,16,9,2,2
2,3,12,9,2,6
2,3,7,9,2,0
0,1,17,3,2,4
2,3,26,9,5,2
2,2,39,9,1,2
1,1,4,9,1,0
2,3,25,9,1,0
2,3,15,9,2,1
2,3,28,9,2,6
2,2,12,9,2,2
2,3,19,9,8,2
2,3,37,9,7,6
2,3,15,9,2,1
2,3,14,9,5,2
1,2,10,9,3,2
2,3,15,9,2,2
2,3,22,9,1,2
2,3,48,9,2,2
2,3,20,9,5,0
4,3,42,9,2,1
4,3,4,9,2,4
2,3,7,9,2,2
2,2,60,9,3,1
2,3,10,9,2,2
2,3,12,9,2,6
2,3,15,9,2,1
2,3,24,9,1,2
2,3,29,9,4,1
2,3,55,9,2,2
4,3,4,9,2,2
1,3,16,9,2,0
2,3,12,9,4,1
2,3,29,9,2,0
2,3,19,9,1,2
1,2,61,9,1,0
2,3,28,9,4,1
4,3,39,9,2,1
30,2,52,9,1,2
2,3,28,9,4,0
0,1,17,3,2,4
2,3,29,9,4,0
2,3,24,9,1,2
0,1,22,9,1,5
2,3,19,9,1,2
9,2,41,9,1,0
4,3,42,9,2,1
2,3,7,9,2,2
2,3,28,9,4,1
2,3,13,9,1,5
2,3,13,9,1,5
2,3,13,9,1,5
27,3,34,9,2,2
11,3,20,9,2,2
2,2,12,9,2,2
2,3,15,9,2,2
7,3,55,9,2,2
1,3,29,9,4,2
2,3,4,9,2,2
2,2,8,9,4,2
2,3,10,9,2,2
2,3,9,9,2,6
2,2,20,9,2,4
2,2,20,9,1,5
2,3,25,9,2,4
9,2,9,9,2,4
1,2,29,9,2,0
2,2,39,9,1,2
2,3,24,9,2,2
2,3,20,9,1,6
2,3,49,9,3,2
2,2,40,9,6,0
2,3,25,9,2,2
2,3,31,9,2,2
24,2,8,9,3,1
1,1,15,9,2,2
6,3,42,9,2,1
2,3,19,9,2,2
2,2,33,9,2,1
2,2,35,2,3,1
2,3,48,9,2,2
2,3,33,9,1,1
2,3,16,9,2,2
2,3,48,9,2,6
2,3,25,9,1,2
2,3,29,9,4,2
2,3,2,9,5,1
2,2,12,9,2,2
2,3,55,9,2,2
2,3,2,9,2,1
2,3,9,9,7,2
2,3,40,9,5,2
2,2,12,9,2,5
2,3,12,9,2,4
4,2,34,2,2,1
2,3,10,9,2,2
2,3,45,9,9,2
2,2,14,9,5,2
2,2,10,9,2,2
1,2,25,9,5,2
2,3,28,8,2,2
1,2,36,9,1,0
7,3,26,9,2,2
2,2,2,9,2,1
4,3,31,9,2,2
2,3,2,9,2,2
2,3,40,9,8,2
2,3,13,4,2,1
1,3,7,9,5,2
2,3,56,9,5,2
2,3,2,9,2,1
1,2,47,9,5,2
4,2,34,9,2,2
18,3,15,9,2,2
2,3,24,9,1,2
2,3,19,9,2,2
2,2,40,9,6,1
39,3,52,9,1,0
2,3,38,9,1,0
2,3,25,9,6,2
2,3,29,9,4,0
2,3,26,2,2,6
1,2,24,9,2,2
4,3,20,9,2,2
9,2,16,9,1,2
7,3,9,9,1,2
2,3,15,9,2,1
2,3,6,5,5,1
7,3,12,9,2,2
4,3,31,9,2,2
1,1,33,9,1,2
7,3,26,9,2,0
4,2,34,9,2,2
6,3,19,9,1,2
1,3,55,9,2,2
11,3,39,9,3,1
2,2,19,9,3,2
6,3,40,9,1,0
1,3,29,9,4,0
2,2,26,9,2,4
2,2,19,9,2,2
2,3,16,9,2,2
2,3,9,9,6,0
2,3,40,9,5,2
5,3,51,9,2,2
2,3,50,9,2,2
2,3,53,2,4,1
2,2,12,9,2,2
2,3,39,9,2,2
2,2,26,9,2,0
1,2,37,9,1,0
2,3,28,9,4,0
2,3,36,9,3,1
1,1,15,9,2,2
2,3,26,2,4,1
2,3,31,9,2,2
2,2,15,9,2,2
2,3,18,9,1,0
2,3,15,9,4,1
2,3,14,9,5,2
2,3,12,9,3,1
1,1,28,9,1,5
2,3,34,2,3,1
4,3,51,9,2,1
2,3,30,9,2,0
2,3,9,9,1,2
1,3,29,9,4,0
48,2,20,9,5,5
2,3,4,9,4,2
2,3,14,9,5,6
1,1,14,9,2,4
1,3,48,9,2,2
2,3,24,9,2,2
2,3,12,9,4,2
2,2,40,9,8,2
2,2,45,9,5,0
2,2,7,1,8,1
2,3,4,9,4,2
2,3,19,9,2,0
2,3,57,9,2,2
6,3,39,9,2,4
4,3,39,9,2,2
3,3,10,9,2,2
2,3,40,9,8,2
2,3,3,9,2,0
2,2,15,9,2,2
2,2,15,9,2,2
2,3,57,9,3,2
2,2,9,9,8,2
6,3,52,9,1,2
2,3,29,9,1,0
4,3,51,9,2,1
2,2,22,9,1,0
5,3,18,9,2,2
2,3,13,1,2,1
37,3,48,9,2,2
2,3,10,9,2,2
2,3,3,9,4,2
2,2,40,9,8,2
7,3,24,9,2,2
9,3,7,9,4,2
2,2,12,9,2,2
2,2,16,9,2,2
7,3,4,9,2,2
13,1,0,9,1,2
27,3,48,9,2,2
2,3,23,9,1,5
2,3,33,6,5,1
2,3,14,9,5,2
2,3,19,9,3,2
1,2,10,9,3,2
1,1,4,9,3,2
1,2,10,9,3,2
1,3,4,9,3,2
5,3,40,9,3,2
4,3,57,9,8,2
2,3,13,6,8,1
2,2,30,1,1,1
2,3,20,9,2,2
2,3,19,9,1,5
2,3,51,9,2,0
2,3,26,9,2,2
27,3,51,9,2,6
2,3,39,9,1,0
2,3,60,9,1,2
2,3,12,9,2,2
2,3,29,9,2,0
2,2,45,9,8,2
1,1,15,9,2,1
49,3,23,9,8,2
2,3,32,9,2,2
2,2,10,9,2,2
2,3,4,9,2,2
2,3,15,9,2,1
2,3,2,9,2,2
2,3,48,9,2,2
2,3,23,9,5,2
27,3,48,9,2,4
2,3,20,9,6,1
1,3,14,9,5,2
2,2,2,9,1,6
2,3,20,9,4,2
2,2,58,9,2,4
2,3,7,9,2,0
6,3,40,9,1,0
4,3,32,9,5,2
2,2,58,9,1,2
2,3,16,9,2,2
2,3,4,9,4,2
2,3,12,9,2,2
2,2,26,9,5,2
2,2,10,9,2,2
1,3,24,6,8,1
7,3,40,9,3,6
2,3,57,9,2,2
49,3,23,9,5,2
2,3,57,9,2,4
2,2,45,9,8,2
1,3,29,9,5,0
2,3,3,9,2,0
2,2,4,9,2,2
5,3,9,9,2,0
1,3,41,9,8,2
2,2,17,9,2,2
1,3,47,9,5,2
2,3,7,9,2,2
1,2,10,9,1,0
1,2,10,9,1,0
9,3,23,9,5,2
1,1,19,9,2,4
2,3,15,9,2,2
7,3,45,9,1,2
2,3,4,9,2,2
7,3,6,9,3,2
9,2,12,9,2,0
2,1,19,9,1,2
1,2,10,9,1,0
5,3,34,9,1,2
28,1,28,9,3,1
2,3,49,9,2,4
2,2,51,9,1,2
2,3,31,6,4,1
7,3,42,5,4,1
2,3,55,9,2,2
4,3,57,9,5,0
1,1,28,9,1,5
1,2,21,9,1,0
5,3,45,9,2,4
1,2,26,9,4,2
5,3,6,9,2,4
2,3,13,1,2,1
2,3,16,9,5,2
